transaction_id,transaction_time,transaction_date,customer_key,account_key,transaction_key,amount,account_balance
GJU3JE,06/03/2024 10:31,06/03/2024,315,1081,19,11.85,106.27
47AREJ,06/03/2024 10:29,06/03/2024,1689,925,11,19.86,470.31
I1JAO7,06/03/2024 10:25,06/03/2024,245,1856,23,148.25,6127.23
GG5TXO,06/03/2024 10:23,06/03/2024,1289,1083,22,19.72,1896.22
TMTRZE,06/03/2024 10:23,06/03/2024,756,1187,18,5.61,1872.39
JJGSYK,06/03/2024 10:19,06/03/2024,23,94,20,12.67,73829.94
CIH2LM,06/03/2024 10:18,06/03/2024,1496,1082,23,34.3,3682.58
5Q0FOM,06/03/2024 10:06,06/03/2024,1421,907,17,130.18,6802.22
HCILDU,06/03/2024 10:04,06/03/2024,698,1461,22,10.82,820.44
T171LX,06/03/2024 10:03,06/03/2024,1601,1448,15,28.79,4208.98
T1K6PY,06/03/2024 10:02,06/03/2024,1457,346,19,14.27,770.16
WWEKFU,06/03/2024 10:02,06/03/2024,1831,2215,21,25.37,296.02
YKPIYC,06/03/2024 10:01,06/03/2024,452,1099,14,22.82,3243.07
7WLQM0,06/03/2024 09:55,06/03/2024,1596,1253,10,23.91,14057.82
LR6BZE,06/03/2024 09:53,06/03/2024,885,27,17,3.85,2744.75
6PW1P8,06/03/2024 09:53,06/03/2024,87,694,11,78.84,451.82
T2M398,06/03/2024 09:50,06/03/2024,884,509,18,38.4,1956.29
FCCY5L,06/03/2024 09:48,06/03/2024,769,1919,19,6.58,2882.92
ZH8K7P,06/03/2024 09:46,06/03/2024,1052,1790,19,3.71,9114.31
O2WDZK,06/03/2024 09:45,06/03/2024,473,1178,23,17.07,3430.1
E2AWBB,06/03/2024 09:44,06/03/2024,1116,1165,16,22.97,3127.55
CHWOIR,06/03/2024 09:44,06/03/2024,1584,1725,22,29.98,277.67
QNUBUS,06/03/2024 09:43,06/03/2024,1237,360,15,32.91,7090.05
GIHCSX,06/03/2024 09:41,06/03/2024,1978,654,11,3.9,4832
TT9EXX,06/03/2024 09:41,06/03/2024,1267,558,19,11.6,599.31
9V6G9G,06/03/2024 09:41,06/03/2024,1473,2164,19,18.6,2475.66
0OJI0R,06/03/2024 09:40,06/03/2024,1794,161,22,2.49,1344.88
WUB53O,06/03/2024 09:38,06/03/2024,615,504,11,51.11,561
UAYRCF,06/03/2024 09:38,06/03/2024,753,1130,19,343.21,5985.87
FWIXM7,06/03/2024 09:37,06/03/2024,1210,889,10,27.7,1035.73
CNSV6U,06/03/2024 09:37,06/03/2024,410,1182,12,19.22,1253.19
T8GJ64,06/03/2024 09:35,06/03/2024,1621,446,20,17.49,1767.9
V2Y9RP,06/03/2024 09:33,06/03/2024,363,1235,11,5.12,4467.44
Q5TDFG,06/03/2024 09:32,06/03/2024,1273,1831,15,11.66,195.31
GCSSIB,06/03/2024 09:30,06/03/2024,743,1497,15,32.15,2348.43
9R2ZJG,06/03/2024 09:30,06/03/2024,315,956,21,9.91,133.09
S40S7Q,06/03/2024 09:29,06/03/2024,390,1238,19,10.61,1011.1
65MB1E,06/03/2024 09:27,06/03/2024,1482,1686,19,33.24,3536.67
OMBUE1,06/03/2024 09:22,06/03/2024,20,2246,19,20.21,3166.15
T1VUUI,06/03/2024 09:21,06/03/2024,1877,620,22,10.81,132.52
FF78KE,06/03/2024 09:17,06/03/2024,1442,1663,17,41.42,230.57
FWX57L,06/03/2024 09:13,06/03/2024,746,1859,11,36.99,61135.76
4PK4HQ,06/03/2024 09:09,06/03/2024,1060,804,22,63.91,6431.87
FGR4GT,06/03/2024 09:05,06/03/2024,719,2255,15,6.55,441.01
BF6RRK,06/03/2024 09:03,06/03/2024,945,201,20,34.51,2079.63
26HPHY,06/03/2024 09:01,06/03/2024,354,968,16,186.29,2531.78
LHX1JY,06/03/2024 08:59,06/03/2024,476,54,21,90.31,1371.55
2JUQZ8,06/03/2024 08:58,06/03/2024,42,138,10,3.12,856.94
1JLTOW,06/03/2024 08:55,06/03/2024,1353,168,21,8.51,83.87
4592UQ,06/03/2024 08:53,06/03/2024,210,180,19,12.84,3925.74
BVXTA8,06/03/2024 08:51,06/03/2024,488,851,21,4.73,3971.47
CS1RRO,06/03/2024 08:48,06/03/2024,62,1929,20,2.81,10261.67
QPMX3C,06/03/2024 08:46,06/03/2024,857,1775,18,8.06,4472.97
6DB7DG,06/03/2024 08:45,06/03/2024,1896,812,21,139.12,3517.88
RVR3AW,06/03/2024 08:44,06/03/2024,259,772,22,45.77,880.18
0LI8KA,06/03/2024 08:41,06/03/2024,540,2287,10,15.82,1222.74
Z652FN,06/03/2024 08:40,06/03/2024,1990,2000,16,18.54,2405.06
AD14FW,06/03/2024 08:39,06/03/2024,1289,1083,20,40.41,1915.94
9HGRP1,06/03/2024 08:39,06/03/2024,952,1074,15,3.03,339
233D2D,06/03/2024 08:37,06/03/2024,866,537,19,83.91,208.51
J1QWAZ,06/03/2024 08:34,06/03/2024,264,1849,15,9.78,3460.61
2CUP5R,06/03/2024 08:34,06/03/2024,1459,1234,17,8.68,157.23
WIO9T6,06/03/2024 08:33,06/03/2024,1491,2325,12,31.41,3154.97
42B3TY,06/03/2024 08:32,06/03/2024,75,2075,19,32.79,2787.8
OR5YZ6,06/03/2024 08:31,06/03/2024,1247,2090,22,42.87,11986.04
11J8K3,06/03/2024 08:30,06/03/2024,39,1761,16,28.66,1473.48
OADVCH,06/03/2024 08:28,06/03/2024,1021,2207,19,3.5,524.72
NMZNR2,06/03/2024 08:20,06/03/2024,1760,72,15,7.35,24814.52
SK0A6H,06/03/2024 08:17,06/03/2024,435,1330,16,11.52,533.03
2QAPEQ,06/03/2024 08:10,06/03/2024,1458,815,23,40.95,8921.23
3KZ85C,06/03/2024 08:06,06/03/2024,571,1888,23,10.89,2572.25
Y8PELW,06/03/2024 08:02,06/03/2024,1970,631,23,110.4,565.31
CHUCLF,06/03/2024 07:57,06/03/2024,568,867,15,12.48,918.81
LIC8GO,06/03/2024 07:57,06/03/2024,262,1572,15,24.29,57638.86
6ZXMZK,06/03/2024 07:56,06/03/2024,655,1267,17,6.94,314.75
LP81TL,06/03/2024 07:54,06/03/2024,254,546,22,3.47,606.28
ZNVBJC,06/03/2024 07:54,06/03/2024,1902,2032,19,5.18,455.12
R8HMKV,06/03/2024 07:53,06/03/2024,826,1071,14,47.16,946.18
3L7B2H,06/03/2024 07:51,06/03/2024,874,2106,18,13.3,3351.29
UBW42Z,06/03/2024 07:48,06/03/2024,543,2243,21,6.15,1111.75
OMJ0VU,06/03/2024 07:46,06/03/2024,679,1145,20,6.03,10993.23
9H4IX4,06/03/2024 07:38,06/03/2024,946,1028,11,18.88,971.64
OF45DN,06/03/2024 07:34,06/03/2024,444,480,19,3.15,4551.74
M6G9IB,06/03/2024 07:32,06/03/2024,572,58,19,187.42,92742.08
7Z32OX,06/03/2024 07:29,06/03/2024,1988,2057,20,16.5,3231.47
SAPEGR,06/03/2024 07:26,06/03/2024,1274,563,14,20.96,8248.88
CHWBJM,06/03/2024 07:26,06/03/2024,928,1911,12,42.49,2351.01
FAWP8I,06/03/2024 07:25,06/03/2024,194,318,22,16.33,3787.98
C750W3,06/03/2024 07:23,06/03/2024,1443,2254,21,76.88,244.84
WU2MI8,06/03/2024 07:23,06/03/2024,567,336,19,15.91,327.63
L1W9JP,06/03/2024 07:22,06/03/2024,766,1654,15,9.43,2160.31
R5DS2F,06/03/2024 07:22,06/03/2024,923,1413,17,8.34,1651.07
QQQVEL,06/03/2024 07:20,06/03/2024,1559,590,15,41.02,271.74
IAUX8P,06/03/2024 07:17,06/03/2024,246,1244,21,5.05,4684.75
W69OVL,06/03/2024 07:13,06/03/2024,1758,632,11,34.64,85.01
Y7PHIL,06/03/2024 07:06,06/03/2024,1154,179,19,20.46,5993.11
ZW1CI9,06/03/2024 07:04,06/03/2024,973,1402,22,63.45,1556.76
STOZFU,06/03/2024 07:02,06/03/2024,369,2217,19,5.76,466.66
7VOXMH,06/03/2024 07:01,06/03/2024,1648,1530,12,5.74,4387.77
IP6L8C,06/03/2024 06:58,06/03/2024,1384,1768,19,9.39,505.43
TJ4XVF,06/03/2024 06:51,06/03/2024,95,1158,23,19.4,250.83
YZ6X3S,06/03/2024 06:46,06/03/2024,547,1474,10,32.76,79206.47
P23P81,06/03/2024 06:42,06/03/2024,74,789,15,8.67,510.52
844UZL,06/03/2024 06:39,06/03/2024,1100,1495,11,86.6,2382.82
QRIJRP,06/03/2024 06:39,06/03/2024,1669,207,17,4.34,1324.84
H7ISSK,06/03/2024 06:38,06/03/2024,1019,909,23,18.07,1074.45
7TVI00,06/03/2024 06:38,06/03/2024,1170,526,23,9.1,7831.75
I3FQ90,06/03/2024 06:32,06/03/2024,383,28,12,53.52,474.71
ECM12B,06/03/2024 06:31,06/03/2024,833,2199,15,10.95,1122.72
VBOAAJ,06/03/2024 06:23,06/03/2024,575,1064,23,30.08,7859.66
ZOO3G2,06/03/2024 06:23,06/03/2024,184,1967,15,37.97,415.72
FS5O4I,06/03/2024 06:22,06/03/2024,23,94,19,8.39,73842.61
0AM4ZX,06/03/2024 06:18,06/03/2024,900,964,23,69.56,2748.74
0JRK5D,06/03/2024 06:16,06/03/2024,654,2133,20,29.81,6446.51
VX5L69,06/03/2024 06:14,06/03/2024,446,1744,16,23.67,2092.61
TRF1T1,06/03/2024 06:14,06/03/2024,444,480,11,9.53,4548.59
R6LOPI,06/03/2024 06:14,06/03/2024,1227,2025,18,9.52,2335.65
AN1MFB,06/03/2024 06:13,06/03/2024,180,1805,17,20,447.77
UAZ4X8,06/03/2024 06:12,06/03/2024,1681,74,21,16.14,12664.97
GEBEC4,06/03/2024 06:08,06/03/2024,952,917,21,2.22,364.01
AXHY1Y,06/03/2024 06:07,06/03/2024,393,1693,23,32.71,511.24
PAYDSM,06/03/2024 06:00,06/03/2024,1235,1433,21,10.72,417.48
5XG1MQ,06/03/2024 06:00,06/03/2024,614,2357,19,25.63,188.14
USGKJO,06/03/2024 05:58,06/03/2024,70,1743,22,29.27,3009.39
7299X2,06/03/2024 05:55,06/03/2024,1133,1061,12,18.64,4477.94
T9FKM3,06/03/2024 05:55,06/03/2024,1582,1611,19,32.51,1733.28
QDKBOQ,06/03/2024 05:54,06/03/2024,1048,1019,22,19.08,83735.81
AUUQME,06/03/2024 05:53,06/03/2024,199,232,15,19.47,300.61
Q8DLD7,06/03/2024 05:51,06/03/2024,766,1654,22,7.17,2150.88
3PQZXF,06/03/2024 05:50,06/03/2024,240,535,22,3.72,4547.55
TSU6UG,06/03/2024 05:48,06/03/2024,440,1004,19,10.63,53.62
21FJDE,06/03/2024 05:48,06/03/2024,1769,557,15,92.17,4613.66
PK4W0K,06/03/2024 05:47,06/03/2024,421,1871,23,3.95,2589.83
PTON32,06/03/2024 05:45,06/03/2024,1887,567,21,37.92,464.32
72HSGE,06/03/2024 05:42,06/03/2024,1025,1434,11,19.59,333.35
8O6H5M,06/03/2024 05:40,06/03/2024,1036,1453,23,9.89,1414.89
L0RXLV,06/03/2024 05:38,06/03/2024,254,546,22,32.23,609.75
4MFZ30,06/03/2024 05:36,06/03/2024,1928,285,12,40.46,2894.78
8BWCJU,06/03/2024 05:36,06/03/2024,1361,859,22,17.44,4523.67
DKRA69,06/03/2024 05:33,06/03/2024,714,1739,22,11.81,1869.26
4U76BZ,06/03/2024 05:33,06/03/2024,1783,749,19,6.21,277.49
RHG4M0,06/03/2024 05:30,06/03/2024,533,1678,20,9.1,2831.45
UZF24F,06/03/2024 05:29,06/03/2024,375,1769,11,116.54,616.43
XNUS3H,06/03/2024 05:28,06/03/2024,310,1822,23,25.27,2799.33
UTY95G,06/03/2024 05:27,06/03/2024,1309,1763,18,31.06,242.27
GDCXBC,06/03/2024 05:24,06/03/2024,270,958,20,43.2,1846.33
U6LEKN,06/03/2024 05:17,06/03/2024,1874,1176,22,35.27,56608.51
ROZBLG,06/03/2024 05:16,06/03/2024,240,1942,15,29.19,117.47
0YWLSM,06/03/2024 05:14,06/03/2024,46,345,19,11.15,556.68
ZAI2RR,06/03/2024 05:13,06/03/2024,1086,530,23,19.88,1500.02
C6ISSR,06/03/2024 05:11,06/03/2024,1757,1034,15,18.86,3862.58
FWAHZH,06/03/2024 05:07,06/03/2024,943,1539,17,5.41,214.85
6WP0UM,06/03/2024 05:04,06/03/2024,444,480,14,13.11,4539.06
8TUB2E,06/03/2024 05:02,06/03/2024,1138,2019,12,19.49,5800.11
XP0O1T,06/03/2024 05:02,06/03/2024,1841,1941,11,67.28,219.7
N0GNLJ,06/03/2024 04:57,06/03/2024,1478,1450,12,12.91,4398.2
Y5JIIE,06/03/2024 04:56,06/03/2024,456,2341,11,19.71,2244.61
HACRGR,06/03/2024 04:54,06/03/2024,888,1381,23,20.05,46114.98
JBRFRL,06/03/2024 04:52,06/03/2024,251,895,16,16.01,3219.97
FPBOSB,06/03/2024 04:48,06/03/2024,476,54,17,23.73,1281.24
6MSP8U,06/03/2024 04:46,06/03/2024,596,536,15,9.5,661.87
OOGBPF,06/03/2024 04:44,06/03/2024,986,1174,19,18.67,359.11
1F9V8K,06/03/2024 04:44,06/03/2024,1785,1876,21,15.49,265
W75QFG,06/03/2024 04:43,06/03/2024,928,1911,12,29.46,2393.5
DBOLMX,06/03/2024 04:42,06/03/2024,1159,2273,15,12.61,2314.19
HBFDZG,06/03/2024 04:42,06/03/2024,683,270,21,27.92,1039.8
IOK3R9,06/03/2024 04:41,06/03/2024,1309,1022,20,33.98,3707.4
JJBLP2,06/03/2024 04:41,06/03/2024,1413,17,23,27.35,776.78
ZIXTZG,06/03/2024 04:41,06/03/2024,122,2309,22,5.12,3516.61
8KNDDI,06/03/2024 04:39,06/03/2024,441,1732,17,37.07,21910.49
H0G0XQ,06/03/2024 04:39,06/03/2024,567,630,11,3.42,234.67
FQBGU8,06/03/2024 04:37,06/03/2024,652,251,19,10.78,129.98
JS8WMW,06/03/2024 04:37,06/03/2024,1362,308,11,9.24,4800.49
039HZU,06/03/2024 04:36,06/03/2024,1817,392,15,23.06,6968.44
9EQZG1,06/03/2024 04:35,06/03/2024,1950,683,19,15.31,168.86
MFXWR5,06/03/2024 04:35,06/03/2024,1399,685,11,55.32,279.47
VK2XJO,06/03/2024 04:33,06/03/2024,1394,962,16,51.92,2928.02
N3E2JF,06/03/2024 04:33,06/03/2024,1780,291,22,29.92,9361.64
BS2Z2H,06/03/2024 04:32,06/03/2024,812,1068,23,25.76,3743.08
4N7XME,06/03/2024 04:29,06/03/2024,48,984,12,29.93,2655.47
N1IFKY,06/03/2024 04:27,06/03/2024,278,644,15,15.58,823.51
4FDIN5,06/03/2024 04:21,06/03/2024,690,936,11,18.31,690.64
7DSKEE,06/03/2024 04:18,06/03/2024,1021,2207,19,24.86,521.22
HM7BUH,06/03/2024 04:09,06/03/2024,452,2165,22,47.26,6433.18
ALLHTA,06/03/2024 04:08,06/03/2024,1962,1811,15,68.32,198.29
GBKERL,06/03/2024 04:06,06/03/2024,1503,2006,10,48.53,1299.02
VFL3PP,06/03/2024 04:06,06/03/2024,271,1804,10,5.86,4767.2
Z9DTVK,06/03/2024 04:03,06/03/2024,1626,2161,14,26.84,3840.75
47DJPB,06/03/2024 04:01,06/03/2024,1857,56,13,51.03,6199.97
PPEVUX,06/03/2024 03:59,06/03/2024,1395,540,16,97.87,3643.03
FU7OX3,06/03/2024 03:56,06/03/2024,1839,267,20,3.53,48356.96
MOETO0,06/03/2024 03:56,06/03/2024,1798,770,12,20.52,3033.53
P44QI4,06/03/2024 03:55,06/03/2024,221,1042,11,18.99,1161.24
GQKXMQ,06/03/2024 03:54,06/03/2024,122,2309,21,29.45,3521.73
BVWMS7,06/03/2024 03:52,06/03/2024,112,1688,19,43.68,1785.17
162EYH,06/03/2024 03:52,06/03/2024,1627,1179,16,47.64,515.59
UW5X6U,06/03/2024 03:50,06/03/2024,684,2024,23,15.94,1562.2
ET1LRN,06/03/2024 03:47,06/03/2024,364,217,21,29.36,2759.01
XMALU6,06/03/2024 03:42,06/03/2024,167,1727,15,34.27,110.37
MLI71V,06/03/2024 03:42,06/03/2024,289,1422,19,42.4,365.3
42C7UQ,06/03/2024 03:41,06/03/2024,236,759,15,24.63,3392.23
18FJSC,06/03/2024 03:41,06/03/2024,367,1706,16,5.07,4418.5
9580HO,06/03/2024 03:40,06/03/2024,403,997,21,19.05,3162.76
E5A534,06/03/2024 03:39,06/03/2024,1072,2197,20,10.63,4158.43
CURLVW,06/03/2024 03:38,06/03/2024,775,2074,17,6.77,4914.79
6VTD0A,06/03/2024 03:35,06/03/2024,648,176,23,11.86,1410.84
F9P6FL,06/03/2024 03:33,06/03/2024,1024,2411,15,16.43,880.4
S5JHMA,06/03/2024 03:33,06/03/2024,1540,352,15,8.89,295.33
0OQU7T,06/03/2024 03:32,06/03/2024,960,753,17,39.04,183.06
DIGTK8,06/03/2024 03:29,06/03/2024,1592,2403,20,700.69,49309.63
PQ2YKU,06/03/2024 03:28,06/03/2024,1419,158,15,57.61,4799.36
7X3EIU,06/03/2024 03:28,06/03/2024,1781,1574,19,28.24,466.53
DCM85V,06/03/2024 03:24,06/03/2024,320,1172,17,7.58,290.87
QBMPK7,06/03/2024 03:20,06/03/2024,1765,2335,10,57.65,3324.55
I4HN5Z,06/03/2024 03:17,06/03/2024,118,321,10,22.84,706.45
OPH0P5,06/03/2024 03:16,06/03/2024,1201,1029,12,18.79,907.87
T02C7Y,06/03/2024 03:14,06/03/2024,1498,188,18,7.8,755.99
Q639AW,06/03/2024 03:14,06/03/2024,1774,1840,10,645.84,2040.83
7O2IM4,06/03/2024 03:12,06/03/2024,464,980,10,16.51,249.11
7O4ODC,06/03/2024 03:10,06/03/2024,1182,431,22,2.41,3793.96
VBQ7PS,06/03/2024 03:07,06/03/2024,674,2218,22,34.89,160.42
CLESR5,06/03/2024 03:06,06/03/2024,142,1581,12,42.75,470.07
QE3MEB,06/03/2024 03:06,06/03/2024,1151,2195,22,43.92,444.42
KZ9QWY,06/03/2024 02:59,06/03/2024,1046,1385,11,13.88,601.96
FF7X0G,06/03/2024 02:57,06/03/2024,1059,2141,23,72.55,7379.97
BX465R,06/03/2024 02:57,06/03/2024,569,1770,21,19.47,3670.99
CJXQHZ,06/03/2024 02:55,06/03/2024,1832,1590,14,2.45,4420.92
SIF2LK,06/03/2024 02:55,06/03/2024,1571,1589,11,17.26,3732.21
DBVLHV,06/03/2024 02:50,06/03/2024,978,2358,16,30.64,2432.62
8XX6FZ,06/03/2024 02:44,06/03/2024,916,1190,23,26.8,2065.5
Z3W8T8,06/03/2024 02:42,06/03/2024,1840,459,12,197.18,30041.2
Y6ITGE,06/03/2024 02:41,06/03/2024,1426,1568,15,15.58,3098.46
RADTLJ,06/03/2024 02:39,06/03/2024,1562,665,12,6.29,4180.67
J0MSMV,06/03/2024 02:37,06/03/2024,137,1006,17,11.53,214.07
OMSF8X,06/03/2024 02:36,06/03/2024,1619,674,18,14.93,4704.88
F3OD15,06/03/2024 02:36,06/03/2024,188,1419,23,18.41,3222.36
BF0JUM,06/03/2024 02:36,06/03/2024,1948,1553,11,7.9,228.62
Y6XCJ0,06/03/2024 02:33,06/03/2024,1817,392,20,3.63,6945.38
0MFV82,06/03/2024 02:33,06/03/2024,916,1190,20,46.81,2092.3
8Z0QS0,06/03/2024 02:31,06/03/2024,99,1881,22,10.84,4170.99
I4I20M,06/03/2024 02:30,06/03/2024,789,1579,16,53.48,26020.34
V1Y2L2,06/03/2024 02:29,06/03/2024,1407,2059,17,28.94,542.88
17IVKD,06/03/2024 02:28,06/03/2024,1661,1302,23,9.26,4582.13
H4H5RD,06/03/2024 02:28,06/03/2024,580,331,11,3.26,4651.02
7NXSC9,06/03/2024 02:26,06/03/2024,48,984,19,3.45,2685.4
WHYAJ6,06/03/2024 02:26,06/03/2024,896,1454,20,26.71,301.71
ND3VKH,06/03/2024 02:23,06/03/2024,228,1702,22,17.89,32451.97
QP48P8,06/03/2024 02:22,06/03/2024,1376,1418,21,34.02,72503.09
U8L7WF,06/03/2024 02:22,06/03/2024,365,97,20,23.47,1786.17
5Q8GPN,06/03/2024 02:20,06/03/2024,926,1098,16,424.98,1981.87
FZIKT2,06/03/2024 02:20,06/03/2024,1746,1957,12,23.47,2340.49
X95UDW,06/03/2024 02:19,06/03/2024,143,723,21,17.72,228.49
D7Y1HJ,06/03/2024 02:19,06/03/2024,1626,2161,23,15.25,3867.59
JGECDC,06/03/2024 02:19,06/03/2024,114,447,18,5.96,3503.29
O2YIOK,06/03/2024 02:17,06/03/2024,762,1548,22,38.68,10554.37
2QLCNW,06/03/2024 02:14,06/03/2024,1713,2406,23,3.35,2529.25
9O9TVI,06/03/2024 02:12,06/03/2024,679,1145,11,71.23,10999.26
BOEKBH,06/03/2024 02:11,06/03/2024,1370,636,21,12.89,1921.67
7XU2KH,06/03/2024 02:07,06/03/2024,1500,2016,21,28.99,4501.55
AJT4QG,06/03/2024 02:07,06/03/2024,232,703,21,80.9,4529.62
IMVXAV,06/03/2024 02:07,06/03/2024,820,1116,21,130.48,1912.95
DI4WQ9,06/03/2024 02:04,06/03/2024,1998,2070,22,6.75,3696.77
NGOU26,06/03/2024 02:04,06/03/2024,669,1634,19,39.9,3369.58
49QJYI,06/03/2024 02:02,06/03/2024,1274,227,10,6.1,1560.91
ZF0RHM,06/03/2024 02:00,06/03/2024,1561,1308,23,205.2,419.81
AAN1DX,06/03/2024 02:00,06/03/2024,1776,1369,21,32.64,2694.66
E8LQPA,06/03/2024 01:56,06/03/2024,371,244,22,12.5,2023.39
TZEMSB,06/03/2024 01:56,06/03/2024,1485,965,19,31.32,192.18
KTXT2L,06/03/2024 01:55,06/03/2024,886,467,12,13.2,4895.68
ND4ELW,06/03/2024 01:52,06/03/2024,169,1649,18,16.85,2514.58
LB5XBM,06/03/2024 01:49,06/03/2024,1251,1122,11,87.45,3369.32
W8X69R,06/03/2024 01:45,06/03/2024,1874,1950,23,5.75,1579.21
T1SQ5A,06/03/2024 01:42,06/03/2024,1615,684,17,91.79,1027.47
58KBZO,06/03/2024 01:37,06/03/2024,1680,2353,22,63.74,996.24
IZ6PJA,06/03/2024 01:37,06/03/2024,2,1594,22,13.23,55643.45
VR10HS,06/03/2024 01:33,06/03/2024,1791,2359,21,14.42,740.32
1SA3OW,06/03/2024 01:29,06/03/2024,1972,1559,19,9.56,1997.24
ARTDO5,06/03/2024 01:25,06/03/2024,1295,716,17,82.68,4440.8
SNTS3Q,06/03/2024 01:21,06/03/2024,1863,818,21,66.45,247.94
3V5YEE,06/03/2024 01:20,06/03/2024,1144,785,14,4.7,2299.75
50B7IO,06/03/2024 01:18,06/03/2024,67,1982,21,8.17,4956
57LJS8,06/03/2024 01:16,06/03/2024,1168,1356,23,98.08,3809.43
VXHPO3,06/03/2024 01:16,06/03/2024,444,2426,14,71.94,1120.71
HMPA5M,06/03/2024 01:15,06/03/2024,477,954,23,12.19,649.04
EK8GVP,06/03/2024 01:14,06/03/2024,1030,1908,17,72.21,368.81
FRQG4Q,06/03/2024 01:08,06/03/2024,1999,1377,15,15.69,409.96
2YR9DT,06/03/2024 01:08,06/03/2024,1394,2272,23,9.49,5188.21
4GD3IH,06/03/2024 01:08,06/03/2024,435,1330,22,30.12,544.55
WZ1EL4,06/03/2024 01:07,06/03/2024,507,1320,12,41.17,2336
WCPQ35,06/03/2024 01:04,06/03/2024,1883,939,21,218.04,3998.98
UFYOX5,06/03/2024 01:03,06/03/2024,963,198,15,26.9,2715.2
9ZG2SV,06/03/2024 00:59,06/03/2024,886,467,18,51.36,4908.88
KMQ816,06/03/2024 00:57,06/03/2024,17,623,21,101.84,2735.53
ACH4L0,06/03/2024 00:57,06/03/2024,483,919,14,44.86,975.32
P7HEMP,06/03/2024 00:56,06/03/2024,281,436,15,17.11,298.3
V3ZSOZ,06/03/2024 00:50,06/03/2024,606,2259,21,37.61,180.28
VOVEB9,06/03/2024 00:50,06/03/2024,1704,1315,16,20.63,4045.08
KT31C9,06/03/2024 00:50,06/03/2024,882,831,12,27.27,1789.08
EA3Y0X,06/03/2024 00:46,06/03/2024,547,1482,23,113.84,98669.25
JELD8U,06/03/2024 00:40,06/03/2024,264,2240,17,77.32,2840.64
FSL4Q8,06/03/2024 00:39,06/03/2024,1695,1515,21,18.47,3640.85
0ITEP2,06/03/2024 00:36,06/03/2024,144,1867,16,4.93,4811.21
K25BE7,06/03/2024 00:35,06/03/2024,978,2358,15,2.24,2463.26
JZGJZE,06/03/2024 00:34,06/03/2024,107,1874,18,6.99,1906.1
URPY3U,06/03/2024 00:30,06/03/2024,191,957,21,78.92,258.88
UYH5HN,06/03/2024 00:29,06/03/2024,992,2388,15,1.2,89331.83
NMYF0I,06/03/2024 00:28,06/03/2024,899,2324,20,13.23,9369.62
P5GODC,06/03/2024 00:28,06/03/2024,1377,1274,15,13.85,1736.45
16F1KY,06/03/2024 00:28,06/03/2024,254,546,20,31.53,641.98
AEURJ2,06/03/2024 00:28,06/03/2024,212,1624,17,8.51,4717.17
NM98DZ,06/03/2024 00:28,06/03/2024,1999,361,13,61.97,427.39
04G5EY,06/03/2024 00:28,06/03/2024,1952,1288,19,68.74,11978.91
NTGXH2,06/03/2024 00:27,06/03/2024,66,2148,12,109.74,3191.34
19AAEM,06/03/2024 00:25,06/03/2024,1101,848,19,35.26,992.52
EUF62F,06/03/2024 00:24,06/03/2024,140,1728,21,6.86,2278.63
BD4L3W,06/03/2024 00:24,06/03/2024,1842,429,19,4.08,2818.1
VYBSDB,06/03/2024 00:20,06/03/2024,1388,339,16,84.5,42287.35
G1SBCN,06/03/2024 00:18,06/03/2024,867,463,10,1.88,2032.3
BZ9K30,06/03/2024 00:17,06/03/2024,1631,222,22,63.04,1797.62
X7YC8P,06/03/2024 00:15,06/03/2024,95,1158,10,6.87,270.23
UFHGKU,06/03/2024 00:14,06/03/2024,929,942,12,52.37,6767.53
TY7KBG,06/03/2024 00:11,06/03/2024,1959,32,23,15.37,2264.02
OGFAE6,06/03/2024 00:09,06/03/2024,13,37,11,18.23,4602.22
SOIH2Y,06/03/2024 00:08,06/03/2024,71,2139,11,39.43,780.57
UC0NF4,06/03/2024 00:06,06/03/2024,442,378,16,36.05,4522.72
YOGAD3,06/03/2024 00:06,06/03/2024,876,503,19,27.73,7877.49
DQEM4M,06/03/2024 00:04,06/03/2024,1798,770,10,64.74,3054.05
72MWHY,06/03/2024 00:04,06/03/2024,1657,1962,23,9.76,4107.59
PM564C,06/03/2024 00:02,06/03/2024,943,1539,19,12.02,209.44
3ILJML,06/03/2024 00:01,06/03/2024,1718,1136,15,12.18,1841.58
ZP0JS4,06/03/2024 00:00,06/03/2024,1774,109,15,41.78,2559.88
CZPLHD,07/03/2024 23:58,07/03/2024,1266,1449,19,17.37,313.02
B06EEW,07/03/2024 23:52,07/03/2024,1508,1379,22,25.76,4662.45
W5T1J6,07/03/2024 23:52,07/03/2024,1660,2366,18,85.08,3377.65
I5OPZS,07/03/2024 23:51,07/03/2024,1274,563,23,136.61,8099.86
5KUB8N,07/03/2024 23:47,07/03/2024,1227,2025,22,6.89,2354.76
SA9MMA,07/03/2024 23:47,07/03/2024,1677,657,15,26.65,638.94
BHMZ7L,07/03/2024 23:46,07/03/2024,380,663,23,6.21,4186.13
DRC2XA,07/03/2024 23:45,07/03/2024,1074,1643,16,2.18,12353.51
7LWHNU,07/03/2024 23:44,07/03/2024,1855,1086,22,48.38,94677.66
ZK2XBF,07/03/2024 23:43,07/03/2024,498,624,10,13.62,8461.49
07R0C8,07/03/2024 23:41,07/03/2024,468,1505,23,7.33,2046.11
RBV6QB,07/03/2024 23:39,07/03/2024,1483,472,19,57.59,3929.58
